n,m,proc_seed,g_seed
208,312,-5356999419470679525,8341411906987088999
208,312,5220241335883478119,3853092758119893551
208,312,-5742187549823556391,-3462470299534297931
208,312,-5432234969479148590,-9129757931253474335
208,312,6529999800054670636,-3463340763304026096
208,312,-111989022369445818,-4351841246434821401
208,312,-3004629091668978700,-880369341388904944
208,312,1544271761012374014,-9045190538643535734
208,312,-8686512402676784917,7870565886747114577
208,312,6413734091721205867,-2039597482280228631
208,312,-774100392930769486,1961981348060288294
208,312,7250334060054426705,3263978432725956802
208,312,7696422477820669259,4192616280458308403
208,312,1684195314589903685,9167616057435624637
208,312,7860625165650407696,3150443614517548745
208,312,-3903038334798635029,-2320441255307034714
208,312,-5332619067719230953,996401852068375710
208,312,-6370219311897558169,8131409838835481692
208,312,-8820211493755769239,-3734277697832051251
208,312,1136922122789894629,-1522011458030829375
208,312,-4829006334454145607,-6992221962773325929
208,312,1187466826939485999,-4398337536851496272
208,312,-8361493725878041766,-1443201798560992349
208,312,261934477525320614,1827305880638473050
208,312,-3263418031279446238,-7588169836535140291
208,312,4722677970862803487,3954842320428777066
208,312,-9115584511327554989,-3132879311773195296
208,312,-4017807012600225233,384096215309100915
208,312,-7297218906486461790,-6042207614600803105
208,312,-8587822633196037961,7914119033417214192
208,312,8951852629798059720,-3743947875407545599
208,312,2592101000022668936,-3445564447775296962
208,312,9091958500350112403,1519099932320842031
208,312,-5620349028528690532,2529034709757071286
208,312,4442389053167426024,-1919199344716723028
208,312,-846120629750894324,-4398248058842817374
208,312,6611242435239529335,5038482787878452220
208,312,5624162776104887545,171632404258089420
208,312,-5979514984063417892,-1146739598580322934
208,312,6723041360104404658,-2822778425120102015
208,312,-3867225926003176976,-9056262028837334289
208,312,-940561933653722744,4936891334279700293
208,312,-3257919287747134640,-6239993348483432309
208,312,-2288997495552155622,1615318105061641137
208,312,2451867949328120772,6640575826154520601
208,312,-4524751719798366462,3124846983536908869
208,312,-2915778657187975690,1583192020032307569
208,312,3041018235409284165,3193008643397502765
208,312,-2000675456681383777,-3745894902955165577
208,312,-1218235399016031287,-5357545941310075776
208,312,4121825230260531046,-4427854313466913562
208,312,-4216720328630532887,-926131451581623359
208,312,2146283808580564028,7721938228914117280
208,312,-8890543166926177970,-7136349811748188201
208,312,2289858866405430703,-6430680206259541221
208,312,987901405040605665,-1250060354470784136
208,312,8001767616876604818,-3640707789589873715
208,312,4901439015831448971,6261434125968337044
208,312,7351447675855202564,-8891459275624918094
208,312,5174587710494925566,373928337255275860
208,312,-101826938644429734,4740722020003180898
