n,m,proc_seed,g_seed
48,128,4865782901354085936,-1959058156631928421
48,128,-7048155917072976836,4938113525860761600
48,128,-931725450029404348,-2077624325542556144
48,128,-7491968275375482579,3845703752634581000
48,128,-1007428432199280040,3037069278111072490
48,128,5567713808534132990,-8939083867262601412
48,128,-3367828769413532871,1220949610585511547
48,128,8652272787646516959,7911348447704576803
48,128,4864424774366972157,531818514821073507
48,128,-2846324991276127175,3950069680041296326
48,128,8342437786441781908,8681581585807456973
48,128,4485264214934594800,-7430655555564423121
48,128,-3627210669338001931,8484109438989296043
48,128,-8586482847673412536,781881653577774156
48,128,4394299721970817643,3240128059657989120
48,128,-2388435194267017799,-4675821673927682802
48,128,-8677810281153918397,-5660611880721894707
48,128,1442090922070958989,3628209669601976183
48,128,-6080983959558420776,-1229597515535108290
48,128,4990271223660687949,4124837400324044879
48,128,-4940478445619517192,-3773224719589149859
48,128,7558645880288028715,4952408198628401641
48,128,1131852855112859753,116073909446303467
48,128,8295856288992347995,-5834107806820141632
48,128,6825482640694017291,9190485822808512449
48,128,1003524909364378106,-6719030014104511205
48,128,87077283397255924,-8419840481237522973
48,128,5780315143936413001,606210043802614743
48,128,-2839361199243019857,390329599124664139
48,128,2074381856300886851,-8136245010194038283
48,128,1842003053067705283,5067350051054316193
48,128,6659438099934206990,7476436675575330809
48,128,3193380898129957358,-273022222014459027
48,128,6789842420542395666,-6162000692460335752
48,128,-5817915258564311153,-5833321036386946150
48,128,-7941039627319635236,-7156418796562540293
48,128,-64680565417265885,9080987782689522168
48,128,-8787391061493573313,4635012789768510025
48,128,-2889821344194271220,2624082649305182203
48,128,-5065955204473268760,3741101006755283776
48,128,-6521629712367323699,-5539538277578555575
48,128,8483534339471415785,1928540747620113390
48,128,5596474893197288460,8766001912211648618
48,128,2415561688245483511,-7151987317256589811
48,128,4380202434070088329,-4041584935330155824
48,128,8631292670878992424,4359390857087817119
48,128,-8348255322499775683,3495419668177778724
48,128,6613423559313926144,716645116004237228
48,128,4498093175633729984,-6560887114415383141
48,128,1197944957068526575,613605654678481347
48,128,6466075703148521455,-226595388134340182
48,128,5892150350406779606,-6270902393196846342
48,128,-8533032603924198200,-3534781257490303824
48,128,-2823626724912273603,-1939648491048824618
48,128,-141103706498022786,2164994542130256128
48,128,3061376048925884201,8445480814961615154
48,128,75767553700096802,315808114129625122
48,128,-8889615401294058879,-8174366989743281638
48,128,6595388807513315909,6031496242762670614
48,128,-6730421071836672698,-153561399179510945
48,128,-5293665890487585989,786190924549720696
48,128,-4895019953480842746,-7911751967501380863
48,128,-8478115128217692619,-7130323918770828185
48,128,-6093067641800530133,3788363392366522694
48,128,704826870448160473,7755018101498878100
48,128,4779849953610321058,3853430497006622450
48,128,-2432977974268869632,-7794213051327971095
48,128,-7122049699458257170,2127596860469364328
48,128,7143780297183681538,6576862711557747412
48,128,-7299837811540144194,9135421283193435343
48,128,-2934923754670579344,-4758088433802844188
48,128,927405577642884326,-7053453579425413192
48,128,-7114612089195252642,8652318853966667446
48,128,-4110252469713238413,7310900783010448882
48,128,-8955005911632439062,2471494238199379114
48,128,5347309225910684657,-4282583967132131311
48,128,1601045984060109981,6010584354299210838
48,128,3336832295676519434,8638309371365916665
48,128,3903532971392466074,-477122338564431416
48,128,-7376315251005821183,-7174225080458555150
48,128,7851002081581898146,4101320639568570458
48,128,1781414032179910270,-5219233379675099013
48,128,-2005731875415850252,-266459332636916484
48,128,8666215825100270733,-6236871231652932158
48,128,-4610527132693414498,-4461943465651376718
48,128,3471489182795034829,2578709670013379575
48,128,-2659522671159674068,1292531049178181076
48,128,767426359259017111,-4198807884743939903
48,128,-5548487254165645098,-1827325884743049129
48,128,-961034027717401248,7036308865313048782
48,128,8130117026833307241,1593689005917344995
48,128,8607215523441567456,8999892456011459200
48,128,-3186833388056975723,815986417183888055
48,128,-4688274475244525168,5992138562177206486
48,128,-4702111787035643686,-2815140139703515855
48,128,5686455383375690614,-7518010061230980920
48,128,-7889164560868138139,8440615080926558533
48,128,6780212427269849402,3033131726441664909
48,128,-7837471978059803055,7796719876296805249
48,128,-9040436363238283596,227061041852506626
48,128,5389857439110644266,-9026146917210283264
48,128,-6379260374974269574,-5942838915508101712
48,128,3048277390858951260,2524134625264033873
48,128,5095156425986412729,139950938995754926
48,128,-3324398296493693352,1976054191345508542
48,128,4106771913288012713,5504775972923402456
48,128,-3709153676118749505,-8613259388041055995
48,128,-6310687491148408665,-8420096658726094329
48,128,5686257412984183387,-3381795477453816829
48,128,-2976028929395578145,-3267972621223667464
48,128,-262255250356157661,-2128934529683659535
48,128,-6915149033389250814,3097662354300445340
48,128,-4915510308051032050,2691439385244247969
48,128,7755666759798643171,-5178027748690106516
48,128,-5059377802604808177,-6737670858571564863
48,128,-1618773136441010883,7228640066780987007
48,128,6962245455349653319,3770032710335785478
48,128,7065279522389621016,-5924340813322720902
48,128,4361144558835651164,5340774581465086018
48,128,-5971655619737811086,4030850522502179316
48,128,-1351170820182440634,-88718043892059955
48,128,5206936989617350988,2243691849327526055
48,128,3350601232090268498,-8451065574146227602
48,128,2526704425521077032,-7831068383299346141
48,128,2369456651399052231,6721373903275120001
48,128,7441894832273784994,5245453618943572404
48,128,-1141319366318370111,8792383916384151180
48,128,7542592590316946940,5080562242639391071
48,128,-5312383149528002304,-9051485283399543579
48,128,7550179348477730778,-786190744111715726
48,128,-3772810767320536571,-6222943289671221479
48,128,-8835350773152955814,5476886405987772299
48,128,6185790146177360691,-2970866104707800166
48,128,-6034810765211066763,-2908711235838267502
48,128,781024633590528536,-8257612770228585517
48,128,-169538841724490174,7741731923924711260
48,128,-5445077815879985357,88539023953099134
48,128,4561238524719674603,-1114803700593009295
48,128,2755653435066455984,1216409732208220821
48,128,6852448844987146,-7366943623391242911
48,128,5635091034335903124,-8582317246775250737
48,128,-9207789700841130794,-7107455140247544331
48,128,4020793456354624283,-3100970755932018592
48,128,-2258652279740186573,-6500207741124299754
48,128,1049408915293582860,7867283642362987679
48,128,311979994104982318,6586883840495198237
48,128,8994371999850745630,73742957645226995
48,128,-6081654966354658996,3887852595325503387
48,128,3293632530362049285,-8844672620893544610
48,128,4589060474169835694,760419464088371391
48,128,8063403168570224815,-402563866178920676
48,128,4934500197861117730,5322470911527118533
48,128,-3621670589500767893,3459179885200353397
48,128,6142309964096095459,-1878937603171985396
48,128,-6094400110944648210,-3316347571159143699
48,128,-8386110092073451218,-7048053468923622083
48,128,-1427818324050055275,4520329381364343092
48,128,3513137975848363416,6165940106612639629
