n,m,proc_seed,g_seed
256,768,-7048155917072976836,4938113525860761600
256,768,-7491968275375482579,3845703752634581000
256,768,8652272787646516959,7911348447704576803
256,768,4864424774366972157,531818514821073507
256,768,-2846324991276127175,3950069680041296326
256,768,8342437786441781908,8681581585807456973
256,768,-8826956906620810791,-8204748687045600133
256,768,2624867767967583412,-6795522981321781717
256,768,6639841583833311213,4161626803331400340
256,768,4485264214934594800,-7430655555564423121
256,768,-3627210669338001931,8484109438989296043
256,768,-8586482847673412536,781881653577774156
256,768,4394299721970817643,3240128059657989120
256,768,-2388435194267017799,-4675821673927682802
256,768,-8677810281153918397,-5660611880721894707
256,768,1442090922070958989,3628209669601976183
256,768,-6080983959558420776,-1229597515535108290
256,768,4990271223660687949,4124837400324044879
256,768,1435060924987946008,484102683516767065
256,768,7558645880288028715,4952408198628401641
256,768,4231686553346609797,1008321115044969292
256,768,6825482640694017291,9190485822808512449
256,768,1003524909364378106,-6719030014104511205
256,768,87077283397255924,-8419840481237522973
256,768,5780315143936413001,606210043802614743
256,768,2074381856300886851,-8136245010194038283
256,768,1842003053067705283,5067350051054316193
256,768,6659438099934206990,7476436675575330809
256,768,6789842420542395666,-6162000692460335752
256,768,-5817915258564311153,-5833321036386946150
256,768,-7941039627319635236,-7156418796562540293
256,768,-8787391061493573313,4635012789768510025
256,768,-2889821344194271220,2624082649305182203
256,768,-5754659086866844192,-2994174941764424985
256,768,-6521629712367323699,-5539538277578555575
256,768,8483534339471415785,1928540747620113390
256,768,306207011998980863,-4663429438127768358
256,768,2415561688245483511,-7151987317256589811
256,768,4380202434070088329,-4041584935330155824
256,768,8631292670878992424,4359390857087817119
256,768,-8348255322499775683,3495419668177778724
256,768,1197944957068526575,613605654678481347
256,768,6466075703148521455,-226595388134340182
256,768,5892150350406779606,-6270902393196846342
256,768,-8533032603924198200,-3534781257490303824
256,768,-2823626724912273603,-1939648491048824618
256,768,3061376048925884201,8445480814961615154
256,768,75767553700096802,315808114129625122
256,768,-8889615401294058879,-8174366989743281638
256,768,-6730421071836672698,-153561399179510945
256,768,-4895019953480842746,-7911751967501380863
256,768,-8478115128217692619,-7130323918770828185
256,768,704826870448160473,7755018101498878100
256,768,-7299837811540144194,9135421283193435343
256,768,-2249771674610618973,8152893876241014919
256,768,927405577642884326,-7053453579425413192
256,768,-7114612089195252642,8652318853966667446
256,768,-4110252469713238413,7310900783010448882
256,768,5347309225910684657,-4282583967132131311
256,768,3336832295676519434,8638309371365916665
256,768,-7376315251005821183,-7174225080458555150
256,768,-3368074017412168929,-6982284550160582114
256,768,7851002081581898146,4101320639568570458
256,768,1781414032179910270,-5219233379675099013
256,768,-2005731875415850252,-266459332636916484
256,768,-8061876629057063403,3946049385226632826
256,768,-2659522671159674068,1292531049178181076
256,768,-5548487254165645098,-1827325884743049129
256,768,-961034027717401248,7036308865313048782
256,768,8130117026833307241,1593689005917344995
256,768,-3186833388056975723,815986417183888055
256,768,-4688274475244525168,5992138562177206486
256,768,-7889164560868138139,8440615080926558533
256,768,6780212427269849402,3033131726441664909
256,768,-7837471978059803055,7796719876296805249
256,768,-9040436363238283596,227061041852506626
256,768,5389857439110644266,-9026146917210283264
256,768,-6379260374974269574,-5942838915508101712
256,768,3048277390858951260,2524134625264033873
256,768,-3324398296493693352,1976054191345508542
256,768,-3709153676118749505,-8613259388041055995
256,768,-6310687491148408665,-8420096658726094329
256,768,5686257412984183387,-3381795477453816829
256,768,-9022919954083866011,-4226614693921217431
256,768,-2976028929395578145,-3267972621223667464
256,768,-262255250356157661,-2128934529683659535
256,768,7755666759798643171,-5178027748690106516
256,768,-5059377802604808177,-6737670858571564863
256,768,8421671540769449474,-5979895137008794979
256,768,7065279522389621016,-5924340813322720902
256,768,-5971655619737811086,4030850522502179316
256,768,5206936989617350988,2243691849327526055
256,768,2369456651399052231,6721373903275120001
256,768,7441894832273784994,5245453618943572404
256,768,-1141319366318370111,8792383916384151180
256,768,-5312383149528002304,-9051485283399543579
256,768,7550179348477730778,-786190744111715726
256,768,-3772810767320536571,-6222943289671221479
256,768,781024633590528536,-8257612770228585517
256,768,-169538841724490174,7741731923924711260
256,768,-8777871284978873974,-5986408454319805904
256,768,4561238524719674603,-1114803700593009295
256,768,2755653435066455984,1216409732208220821
256,768,-9207789700841130794,-7107455140247544331
256,768,311979994104982318,6586883840495198237
256,768,3293632530362049285,-8844672620893544610
256,768,4589060474169835694,760419464088371391
256,768,-8859207684981352003,7819116846796568231
256,768,3513137975848363416,6165940106612639629
256,768,2929065396293093886,6389171272882588099
256,768,-8305787042955391476,-2312634177152346705
256,768,-4247166695608294193,8949758155336995214
256,768,3985461439986107693,-7500852612695835947
256,768,5264921275013849326,-4493383060822573137
256,768,-7964820345776178569,8291507126865424879
256,768,-1899869737206855438,-4213423494456516313
256,768,-5778234771556538413,-3531278953460450604
256,768,3381276724840912079,3987354894309712148
