n,m,proc_seed,g_seed
63,391,4865782901354085936,-1959058156631928421
63,391,-7048155917072976836,4938113525860761600
63,391,-931725450029404348,-2077624325542556144
63,391,-7491968275375482579,3845703752634581000
63,391,4928188522590161285,1786238307824052196
63,391,-1007428432199280040,3037069278111072490
63,391,5567713808534132990,-8939083867262601412
63,391,8213794561484772545,-50898489198195996
63,391,-3367828769413532871,1220949610585511547
63,391,8652272787646516959,7911348447704576803
63,391,4864424774366972157,531818514821073507
63,391,-2846324991276127175,3950069680041296326
63,391,8342437786441781908,8681581585807456973
63,391,-8826956906620810791,-8204748687045600133
63,391,2624867767967583412,-6795522981321781717
63,391,6639841583833311213,4161626803331400340
63,391,4485264214934594800,-7430655555564423121
63,391,-3627210669338001931,8484109438989296043
63,391,-8586482847673412536,781881653577774156
63,391,4394299721970817643,3240128059657989120
63,391,-2388435194267017799,-4675821673927682802
63,391,-8677810281153918397,-5660611880721894707
63,391,1442090922070958989,3628209669601976183
63,391,-6080983959558420776,-1229597515535108290
63,391,4990271223660687949,4124837400324044879
63,391,-4940478445619517192,-3773224719589149859
63,391,1435060924987946008,484102683516767065
63,391,7558645880288028715,4952408198628401641
63,391,4231686553346609797,1008321115044969292
63,391,1131852855112859753,116073909446303467
63,391,8295856288992347995,-5834107806820141632
63,391,6825482640694017291,9190485822808512449
63,391,1003524909364378106,-6719030014104511205
63,391,87077283397255924,-8419840481237522973
63,391,5780315143936413001,606210043802614743
63,391,-2839361199243019857,390329599124664139
63,391,2074381856300886851,-8136245010194038283
63,391,1842003053067705283,5067350051054316193
63,391,6659438099934206990,7476436675575330809
63,391,3193380898129957358,-273022222014459027
63,391,6789842420542395666,-6162000692460335752
63,391,-4036208870519070076,8581565959492073262
63,391,-5817915258564311153,-5833321036386946150
63,391,-7941039627319635236,-7156418796562540293
63,391,-64680565417265885,9080987782689522168
63,391,-8787391061493573313,4635012789768510025
63,391,-2889821344194271220,2624082649305182203
63,391,-5754659086866844192,-2994174941764424985
63,391,-5065955204473268760,3741101006755283776
63,391,-6521629712367323699,-5539538277578555575
63,391,8483534339471415785,1928540747620113390
63,391,306207011998980863,-4663429438127768358
63,391,5596474893197288460,8766001912211648618
63,391,2415561688245483511,-7151987317256589811
63,391,4380202434070088329,-4041584935330155824
63,391,8631292670878992424,4359390857087817119
63,391,-8348255322499775683,3495419668177778724
63,391,6613423559313926144,716645116004237228
63,391,4498093175633729984,-6560887114415383141
63,391,1197944957068526575,613605654678481347
63,391,6466075703148521455,-226595388134340182
63,391,5892150350406779606,-6270902393196846342
63,391,-8533032603924198200,-3534781257490303824
63,391,-2823626724912273603,-1939648491048824618
63,391,-141103706498022786,2164994542130256128
63,391,3061376048925884201,8445480814961615154
63,391,75767553700096802,315808114129625122
63,391,-8889615401294058879,-8174366989743281638
63,391,6595388807513315909,6031496242762670614
63,391,-6730421071836672698,-153561399179510945
63,391,-5293665890487585989,786190924549720696
63,391,-4895019953480842746,-7911751967501380863
63,391,-8478115128217692619,-7130323918770828185
63,391,-6093067641800530133,3788363392366522694
63,391,704826870448160473,7755018101498878100
63,391,4779849953610321058,3853430497006622450
63,391,-2432977974268869632,-7794213051327971095
63,391,-7122049699458257170,2127596860469364328
63,391,7143780297183681538,6576862711557747412
63,391,-7299837811540144194,9135421283193435343
63,391,-1722945689903370424,-227729717077884481
63,391,-2934923754670579344,-4758088433802844188
63,391,-2249771674610618973,8152893876241014919
63,391,927405577642884326,-7053453579425413192
63,391,-7114612089195252642,8652318853966667446
63,391,-4110252469713238413,7310900783010448882
63,391,-8955005911632439062,2471494238199379114
63,391,5347309225910684657,-4282583967132131311
63,391,1601045984060109981,6010584354299210838
63,391,-7091699799158021673,-614576569270107816
63,391,3336832295676519434,8638309371365916665
63,391,3903532971392466074,-477122338564431416
63,391,-7376315251005821183,-7174225080458555150
63,391,-3368074017412168929,-6982284550160582114
63,391,7851002081581898146,4101320639568570458
63,391,1781414032179910270,-5219233379675099013
63,391,-2005731875415850252,-266459332636916484
63,391,-8061876629057063403,3946049385226632826
63,391,8666215825100270733,-6236871231652932158
63,391,-4610527132693414498,-4461943465651376718
63,391,3471489182795034829,2578709670013379575
63,391,-2659522671159674068,1292531049178181076
63,391,767426359259017111,-4198807884743939903
63,391,-5548487254165645098,-1827325884743049129
63,391,-961034027717401248,7036308865313048782
63,391,8130117026833307241,1593689005917344995
63,391,8607215523441567456,8999892456011459200
63,391,-3186833388056975723,815986417183888055
63,391,-4688274475244525168,5992138562177206486
63,391,-4702111787035643686,-2815140139703515855
63,391,5686455383375690614,-7518010061230980920
63,391,-7889164560868138139,8440615080926558533
63,391,6780212427269849402,3033131726441664909
63,391,-7837471978059803055,7796719876296805249
63,391,-9040436363238283596,227061041852506626
63,391,5389857439110644266,-9026146917210283264
63,391,-6379260374974269574,-5942838915508101712
