n,m,proc_seed,g_seed
190,504,-931725450029404348,-2077624325542556144
190,504,-7491968275375482579,3845703752634581000
190,504,-1007428432199280040,3037069278111072490
190,504,-3367828769413532871,1220949610585511547
190,504,4864424774366972157,531818514821073507
190,504,8342437786441781908,8681581585807456973
190,504,-8826956906620810791,-8204748687045600133
190,504,-3627210669338001931,8484109438989296043
190,504,-8586482847673412536,781881653577774156
190,504,4394299721970817643,3240128059657989120
190,504,-6080983959558420776,-1229597515535108290
190,504,4231686553346609797,1008321115044969292
190,504,6825482640694017291,9190485822808512449
190,504,5780315143936413001,606210043802614743
190,504,-2839361199243019857,390329599124664139
190,504,1842003053067705283,5067350051054316193
190,504,6659438099934206990,7476436675575330809
190,504,6789842420542395666,-6162000692460335752
190,504,-4036208870519070076,8581565959492073262
190,504,-7941039627319635236,-7156418796562540293
190,504,-8787391061493573313,4635012789768510025
190,504,-5754659086866844192,-2994174941764424985
190,504,-6521629712367323699,-5539538277578555575
190,504,8483534339471415785,1928540747620113390
190,504,4380202434070088329,-4041584935330155824
190,504,-8348255322499775683,3495419668177778724
190,504,6613423559313926144,716645116004237228
190,504,6466075703148521455,-226595388134340182
190,504,5892150350406779606,-6270902393196846342
190,504,-4895019953480842746,-7911751967501380863
190,504,-8478115128217692619,-7130323918770828185
190,504,-7299837811540144194,9135421283193435343
190,504,-4110252469713238413,7310900783010448882
190,504,-8955005911632439062,2471494238199379114
190,504,5347309225910684657,-4282583967132131311
190,504,-7091699799158021673,-614576569270107816
190,504,3336832295676519434,8638309371365916665
190,504,-3368074017412168929,-6982284550160582114
190,504,7851002081581898146,4101320639568570458
190,504,1781414032179910270,-5219233379675099013
190,504,-8061876629057063403,3946049385226632826
190,504,3471489182795034829,2578709670013379575
190,504,-2659522671159674068,1292531049178181076
190,504,-961034027717401248,7036308865313048782
190,504,-3186833388056975723,815986417183888055
190,504,-4702111787035643686,-2815140139703515855
190,504,6780212427269849402,3033131726441664909
190,504,-7837471978059803055,7796719876296805249
190,504,-9040436363238283596,227061041852506626
190,504,5389857439110644266,-9026146917210283264
190,504,5095156425986412729,139950938995754926
190,504,3497413837834406751,8356276166880831003
190,504,-6310687491148408665,-8420096658726094329
190,504,5686257412984183387,-3381795477453816829
190,504,-2976028929395578145,-3267972621223667464
190,504,-262255250356157661,-2128934529683659535
190,504,7755666759798643171,-5178027748690106516
190,504,8421671540769449474,-5979895137008794979
190,504,-5971655619737811086,4030850522502179316
190,504,3350601232090268498,-8451065574146227602
190,504,7441894832273784994,5245453618943572404
190,504,-1141319366318370111,8792383916384151180
190,504,7542592590316946940,5080562242639391071
190,504,7550179348477730778,-786190744111715726
190,504,523207908882203874,-8622949644084999923
190,504,-6034810765211066763,-2908711235838267502
190,504,-169538841724490174,7741731923924711260
190,504,-8777871284978873974,-5986408454319805904
190,504,2755653435066455984,1216409732208220821
190,504,6852448844987146,-7366943623391242911
190,504,5635091034335903124,-8582317246775250737
190,504,4020793456354624283,-3100970755932018592
190,504,-2258652279740186573,-6500207741124299754
190,504,3293632530362049285,-8844672620893544610
190,504,8063403168570224815,-402563866178920676
190,504,4934500197861117730,5322470911527118533
190,504,-8386110092073451218,-7048053468923622083
190,504,3513137975848363416,6165940106612639629
190,504,2929065396293093886,6389171272882588099
190,504,-8305787042955391476,-2312634177152346705
190,504,-4247166695608294193,8949758155336995214
190,504,4424357552097269667,-6114189965500045803
190,504,1459996835633023794,5285601649741206328
190,504,-4390619701134576891,-7614779997070547459
190,504,-6225115782560431821,-5680892410738687511
190,504,-6037838242620856435,-2497733870632537162
190,504,7553703080104488658,3431313839095968740
190,504,-7768802446359359229,-1948754069870065496
190,504,5486849668785768337,6135448888746130908
190,504,-361584969320308703,1537790240638376604
190,504,-1845991550163257109,7579270731833454890
190,504,785379719761695062,7612654357593722358
190,504,-2223019145214881299,-7229280693867323109
190,504,-6845120758797884662,-2295521125625515391
190,504,-8713819662956422098,-9132674178214348426
190,504,-2034640235143344872,-1972680632560428455
190,504,-4696063969922956656,-2179060000857822407
190,504,865628729922887420,-2580732890841992906
190,504,-7889963590783812476,-5517248375145721447
190,504,8788096760233183299,7418365043243483091
190,504,-8395008206280626056,4989186269571852559
190,504,-3455306678665971080,8148649854631505728
190,504,3029997814600916717,4704415963028308745
190,504,-4242945095079935444,-1040387775944908823
190,504,-2135465080272914393,-3787281052285749684
190,504,-6825204931474522349,-6011929179528291931
190,504,-5434201897082605778,-1158550016570750463
190,504,-3342562849496054899,4108423703282656761
