n,m,proc_seed,g_seed
105,234,-7048155917072976836,4938113525860761600
105,234,-1007428432199280040,3037069278111072490
105,234,5567713808534132990,-8939083867262601412
105,234,-2846324991276127175,3950069680041296326
105,234,-3627210669338001931,8484109438989296043
105,234,-8586482847673412536,781881653577774156
105,234,4394299721970817643,3240128059657989120
105,234,-8677810281153918397,-5660611880721894707
105,234,4231686553346609797,1008321115044969292
105,234,1131852855112859753,116073909446303467
105,234,6825482640694017291,9190485822808512449
105,234,1003524909364378106,-6719030014104511205
105,234,5780315143936413001,606210043802614743
105,234,2074381856300886851,-8136245010194038283
105,234,6659438099934206990,7476436675575330809
105,234,3193380898129957358,-273022222014459027
105,234,-5817915258564311153,-5833321036386946150
105,234,-8787391061493573313,4635012789768510025
105,234,2415561688245483511,-7151987317256589811
105,234,4498093175633729984,-6560887114415383141
105,234,-141103706498022786,2164994542130256128
105,234,-8889615401294058879,-8174366989743281638
105,234,-2934923754670579344,-4758088433802844188
105,234,-2249771674610618973,8152893876241014919
105,234,927405577642884326,-7053453579425413192
105,234,1601045984060109981,6010584354299210838
105,234,-7376315251005821183,-7174225080458555150
105,234,8666215825100270733,-6236871231652932158
105,234,3471489182795034829,2578709670013379575
105,234,8130117026833307241,1593689005917344995
105,234,5686455383375690614,-7518010061230980920
105,234,3497413837834406751,8356276166880831003
105,234,5686257412984183387,-3381795477453816829
105,234,-1618773136441010883,7228640066780987007
105,234,7065279522389621016,-5924340813322720902
105,234,-1351170820182440634,-88718043892059955
105,234,7441894832273784994,5245453618943572404
105,234,-1141319366318370111,8792383916384151180
105,234,-5312383149528002304,-9051485283399543579
105,234,-3772810767320536571,-6222943289671221479
105,234,523207908882203874,-8622949644084999923
105,234,6185790146177360691,-2970866104707800166
105,234,781024633590528536,-8257612770228585517
105,234,-169538841724490174,7741731923924711260
105,234,-5445077815879985357,88539023953099134
105,234,6852448844987146,-7366943623391242911
105,234,5635091034335903124,-8582317246775250737
105,234,-2258652279740186573,-6500207741124299754
105,234,4589060474169835694,760419464088371391
105,234,4934500197861117730,5322470911527118533
105,234,-6094400110944648210,-3316347571159143699
105,234,1936796025639045664,-6587322716759185031
105,234,7120909714539107861,-3881740498651784792
105,234,-4247166695608294193,8949758155336995214
105,234,1459996835633023794,5285601649741206328
105,234,4637074443322822070,2729321101700514622
105,234,7906391133071828771,-626596015802395636
105,234,-5778234771556538413,-3531278953460450604
105,234,3381276724840912079,3987354894309712148
105,234,-6037838242620856435,-2497733870632537162
105,234,-1850102383508896993,7703472624492595618
105,234,-2036640774506514187,5466554878352469759
105,234,3964852070005237904,7082326301109896299
105,234,7553703080104488658,3431313839095968740
105,234,-2223019145214881299,-7229280693867323109
105,234,-8713819662956422098,-9132674178214348426
105,234,-4696063969922956656,-2179060000857822407
105,234,8788096760233183299,7418365043243483091
105,234,-8395008206280626056,4989186269571852559
105,234,-2393406090167850630,2583351726857860093
105,234,580427838044936282,-6242925805449801941
105,234,3029997814600916717,4704415963028308745
105,234,-4242945095079935444,-1040387775944908823
105,234,-7427026483878552733,-6816326609259655396
105,234,8843582808252879111,-1063558756061223559
105,234,-6740786690763482133,-3748762662030789170
105,234,9084975897750321264,3373130952121018619
