n,m,proc_seed,g_seed
4,3,4865782901354085936,-1959058156631928421
4,3,-7048155917072976836,4938113525860761600
4,3,-931725450029404348,-2077624325542556144
4,3,-7491968275375482579,3845703752634581000
4,3,4928188522590161285,1786238307824052196
4,3,-1007428432199280040,3037069278111072490
4,3,-3367828769413532871,1220949610585511547
4,3,8652272787646516959,7911348447704576803
4,3,8342437786441781908,8681581585807456973
4,3,-8826956906620810791,-8204748687045600133
4,3,2624867767967583412,-6795522981321781717
4,3,6639841583833311213,4161626803331400340
4,3,4485264214934594800,-7430655555564423121
4,3,-8586482847673412536,781881653577774156
4,3,-2388435194267017799,-4675821673927682802
4,3,-8677810281153918397,-5660611880721894707
4,3,1442090922070958989,3628209669601976183
4,3,-4940478445619517192,-3773224719589149859
4,3,1435060924987946008,484102683516767065
4,3,7558645880288028715,4952408198628401641
4,3,4231686553346609797,1008321115044969292
4,3,1131852855112859753,116073909446303467
4,3,8295856288992347995,-5834107806820141632
4,3,87077283397255924,-8419840481237522973
4,3,5780315143936413001,606210043802614743
4,3,-2839361199243019857,390329599124664139
4,3,2074381856300886851,-8136245010194038283
4,3,6659438099934206990,7476436675575330809
4,3,6789842420542395666,-6162000692460335752
4,3,-4036208870519070076,8581565959492073262
4,3,-5817915258564311153,-5833321036386946150
4,3,-7941039627319635236,-7156418796562540293
4,3,-2889821344194271220,2624082649305182203
4,3,-5754659086866844192,-2994174941764424985
4,3,-5065955204473268760,3741101006755283776
4,3,8483534339471415785,1928540747620113390
4,3,306207011998980863,-4663429438127768358
4,3,2415561688245483511,-7151987317256589811
4,3,4380202434070088329,-4041584935330155824
4,3,8631292670878992424,4359390857087817119
4,3,-8348255322499775683,3495419668177778724
4,3,6613423559313926144,716645116004237228
4,3,4498093175633729984,-6560887114415383141
4,3,1197944957068526575,613605654678481347
4,3,6466075703148521455,-226595388134340182
4,3,5892150350406779606,-6270902393196846342
4,3,-8533032603924198200,-3534781257490303824
4,3,-2823626724912273603,-1939648491048824618
4,3,-141103706498022786,2164994542130256128
4,3,3061376048925884201,8445480814961615154
4,3,75767553700096802,315808114129625122
4,3,-8889615401294058879,-8174366989743281638
4,3,-6730421071836672698,-153561399179510945
4,3,-5293665890487585989,786190924549720696
4,3,-4895019953480842746,-7911751967501380863
4,3,-8478115128217692619,-7130323918770828185
4,3,-6093067641800530133,3788363392366522694
4,3,-7122049699458257170,2127596860469364328
4,3,-7299837811540144194,9135421283193435343
4,3,-1722945689903370424,-227729717077884481
4,3,-2249771674610618973,8152893876241014919
4,3,927405577642884326,-7053453579425413192
4,3,-7114612089195252642,8652318853966667446
4,3,-4110252469713238413,7310900783010448882
4,3,-8955005911632439062,2471494238199379114
4,3,5347309225910684657,-4282583967132131311
4,3,1601045984060109981,6010584354299210838
4,3,-7091699799158021673,-614576569270107816
4,3,3336832295676519434,8638309371365916665
4,3,3903532971392466074,-477122338564431416
4,3,-7376315251005821183,-7174225080458555150
4,3,7851002081581898146,4101320639568570458
4,3,1781414032179910270,-5219233379675099013
4,3,-8061876629057063403,3946049385226632826
4,3,8666215825100270733,-6236871231652932158
4,3,-4610527132693414498,-4461943465651376718
4,3,-2659522671159674068,1292531049178181076
4,3,767426359259017111,-4198807884743939903
