n,m,proc_seed,g_seed
25,30,4928188522590161285,1786238307824052196
25,30,-3627210669338001931,8484109438989296043
25,30,6789842420542395666,-6162000692460335752
25,30,6466075703148521455,-226595388134340182
25,30,-2823626724912273603,-1939648491048824618
25,30,6595388807513315909,6031496242762670614
25,30,-6730421071836672698,-153561399179510945
25,30,-7299837811540144194,9135421283193435343
25,30,1601045984060109981,6010584354299210838
25,30,7851002081581898146,4101320639568570458
25,30,-2659522671159674068,1292531049178181076
25,30,-6379260374974269574,-5942838915508101712
25,30,6852448844987146,-7366943623391242911
25,30,-6081654966354658996,3887852595325503387
25,30,518220653069452926,49646232942501041
25,30,-8419562202685842832,-3798897432061883873
25,30,-4395903935725965343,7997466238308843517
25,30,8999831181870787153,6098095404792615714
25,30,-4174957535889300970,-2773262280607089406
25,30,4447896081974493360,1390452832071287200
25,30,6758834307165471677,3173375874554567920
25,30,1826351466003075200,-6493363958320385546
25,30,5050518937500231453,6135569459509389488
25,30,-8796795174717471647,8266730088221112687
25,30,-4758134770935189757,1139788114569660347
25,30,847753745713675030,-6240229068965380210
25,30,2636691391567278172,-5974367514166559200
25,30,5107062899693361660,-5656697267855016837
25,30,-6560151458206128028,-4898518725283368280
25,30,7275708647723291444,-1469318239059042124
25,30,1527039840613737388,-3445908603223420430
25,30,7328997629783838271,774944545682670668
25,30,-5648981501844383647,328637328324991049
25,30,-5920432296648086052,2798034928333926968
25,30,-4811828407789468746,-2481535376501689694
25,30,2981584167249532031,-6748386628904919768
25,30,-4206230289245593845,1649918503589955040
25,30,-6832673565646303718,3988411684765973241
25,30,-8930596255755911982,4505184004437835279
25,30,-8396101671016971771,-9044172208432302176
25,30,-2566841513196312207,7517726061977049390
25,30,5611939038645978995,418730763922676476
25,30,-6524634942520274402,-3398475988923426315
25,30,-2768410156665054103,-4731899402944664805
25,30,-4801371887061663542,-6160551175309377248
25,30,4184402827832854845,-6209543491008339527
25,30,3403718740450407546,1322795369890719490
25,30,1938830474491365879,8544750706022939995
25,30,-351962729752302163,-7345711585282021098
25,30,-7478286282783059375,-6017936759350167286
25,30,-4655739112982803724,-2599259668228037053
25,30,7147175442644856802,384612704842851614
