n,m,proc_seed,g_seed
16,18,-7491968275375482579,3845703752634581000
16,18,8342437786441781908,8681581585807456973
16,18,4394299721970817643,3240128059657989120
16,18,1842003053067705283,5067350051054316193
16,18,-7941039627319635236,-7156418796562540293
16,18,-8787391061493573313,4635012789768510025
16,18,-2889821344194271220,2624082649305182203
16,18,4498093175633729984,-6560887114415383141
16,18,1197944957068526575,613605654678481347
16,18,-5293665890487585989,786190924549720696
16,18,-6093067641800530133,3788363392366522694
16,18,704826870448160473,7755018101498878100
16,18,-2432977974268869632,-7794213051327971095
16,18,-2249771674610618973,8152893876241014919
16,18,1601045984060109981,6010584354299210838
16,18,3336832295676519434,8638309371365916665
16,18,-2659522671159674068,1292531049178181076
16,18,-5548487254165645098,-1827325884743049129
16,18,6780212427269849402,3033131726441664909
16,18,-262255250356157661,-2128934529683659535
16,18,-6915149033389250814,3097662354300445340
16,18,-4915510308051032050,2691439385244247969
16,18,7065279522389621016,-5924340813322720902
16,18,-5971655619737811086,4030850522502179316
16,18,-1351170820182440634,-88718043892059955
16,18,-6034810765211066763,-2908711235838267502
16,18,311979994104982318,6586883840495198237
16,18,8994371999850745630,73742957645226995
16,18,4934500197861117730,5322470911527118533
16,18,3513137975848363416,6165940106612639629
16,18,1936796025639045664,-6587322716759185031
16,18,518220653069452926,49646232942501041
16,18,2929065396293093886,6389171272882588099
16,18,3985461439986107693,-7500852612695835947
16,18,-7964820345776178569,8291507126865424879
16,18,3381276724840912079,3987354894309712148
16,18,-925769877720280632,-9138286248390754693
16,18,3964852070005237904,7082326301109896299
16,18,7553703080104488658,3431313839095968740
16,18,2995486839596379282,5836871737280868623
16,18,-8395008206280626056,4989186269571852559
16,18,-8419562202685842832,-3798897432061883873
16,18,9084975897750321264,3373130952121018619
16,18,2647124236417782628,-8257641734038847952
16,18,-4395903935725965343,7997466238308843517
16,18,8999831181870787153,6098095404792615714
16,18,1591357463216914261,-2383724201232075464
16,18,-6217083289849806184,-6721048715705990222
16,18,-7398023129672363612,-3500182720160167867
16,18,4447896081974493360,1390452832071287200
16,18,6758834307165471677,3173375874554567920
16,18,-5511885944899258608,-4805231330891852517
16,18,-7364703173293468069,7142922160396990235
16,18,-4158547978467069670,3438651561133622514
16,18,-5160172782800524691,-5216273123498371197
16,18,6333239111413053953,-4018585990558273591
16,18,511596690435875171,5078749915115562081
16,18,847753745713675030,-6240229068965380210
16,18,-3539414410613635355,3122721739786484257
16,18,2636691391567278172,-5974367514166559200
16,18,-701203041112271051,-3790583695530613278
16,18,4855236839823469681,-2517802610361386012
16,18,5107062899693361660,-5656697267855016837
16,18,3764138453438389774,6825472244577378344
16,18,-5021122206840484872,6182170759375689541
16,18,-5648981501844383647,328637328324991049
16,18,1317625958963033296,-8555525551736394840
16,18,-4527046373758972078,2688290074245803414
16,18,992801337444425466,8554582818487265239
16,18,3901996984305544150,-4902309850900163533
16,18,1787564587974664527,4309352578024642721
16,18,7885318222130226413,-7335422783677872005
16,18,-6570692380874852969,-7192723961000022933
16,18,1595633902836799610,2651833539991932656
16,18,-1903292657435015641,-8562977591141839006
16,18,-4285909586939145927,-8494844434145940119
16,18,2981584167249532031,-6748386628904919768
16,18,-8930596255755911982,4505184004437835279
16,18,-8396101671016971771,-9044172208432302176
16,18,-8267858572584974152,-1827275378009512797
16,18,19335992516583603,-4544617718862367600
16,18,-6893991433975189151,-8624709937524696259
16,18,477111406512536265,-1069119537585183344
16,18,4117940815556221506,4431099605955563970
16,18,-207681253891261699,-2474102213268539325
16,18,-8795956436391896604,8236254973145985315
16,18,-2250213122655433524,8140747650394259141
16,18,-3555387380808844137,-4073585843313525666
16,18,-190097943261247643,7631493362497744771
16,18,2558626260433523964,4687491724820068801
16,18,7088698837392372575,5537902204954795252
16,18,-8208552310558667959,1785916727514267634
16,18,699992004820310601,-5473434916590180411
16,18,-572612761346136610,-3437136222130001207
16,18,396909011204075095,6868507413314845409
16,18,-6524634942520274402,-3398475988923426315
16,18,-6415090663895399908,2769096114460038942
16,18,3403718740450407546,1322795369890719490
16,18,1168323258735040984,-993305750981589464
16,18,-5620077926419572808,3157178881275606043
16,18,-8832310676634483212,-43921292336055139
16,18,-3790530018462832209,-3015326677264884862
16,18,-4655739112982803724,-2599259668228037053
16,18,-7922483094626889804,8075716121659270715
16,18,131497027362384551,-2415949127385819460
16,18,6480767903329722987,-6815942563133663625
16,18,5685370800837263890,3824604750419485002
16,18,923909651891867907,2958760059378637632
16,18,-6194564522392069365,2646824708036888328
16,18,6747580601445980911,-326693180916618822
16,18,2047882893138625860,-3442240343063602057
16,18,-1379745358495938088,1636243376399148417
16,18,-2074730861904778329,-5012538632815409318
16,18,-5908167524355795722,3860121185664223256
16,18,674388030617005971,-4698234565438861147
16,18,5686967326226986863,-1724380443008729007
16,18,2792517310948069427,7335703615539363619
16,18,-2146593030418063415,-783900249052230825
16,18,4623176666266514930,1005696819531250311
16,18,-8223725609551237136,-4163857847012880912
16,18,-2778954736309602643,-8168945086290539594
16,18,3645998419898735017,8981235489568482068
16,18,2361502720446985251,8373096918413559582
16,18,1756773856100494560,1158986269514798271
16,18,627472759379648807,-6252038566963247116
16,18,252324489366697710,6702930153655090989
16,18,3802726500474736578,-4060396765253543061
16,18,6032710682206858993,5651139768410784068
16,18,7572295497283141979,1376778231086407267
16,18,7145930981496231889,-3080478624170720158
16,18,3308296707794534542,-8008995857957868447
16,18,-987744033702988293,-7250022198202325788
16,18,-2187067524651342496,8413082099269820994
16,18,6733067490316348486,1711848193493981018
16,18,-7084637200407632446,-8279751681360203492
16,18,4928622971707432666,-8511711609160160681
16,18,-8704223171342539398,8480976493913393210
16,18,-4613373010601633344,-5170899132302997104
16,18,9085339299672815684,8813497714530532016
16,18,3787949365546018531,7359484581053910102
16,18,7538774062333350441,-846973944588360187
16,18,7757166350272636077,-473672200955740185
16,18,-4063607155004698836,-3470424172165798823
16,18,847120423306372707,-7922328148374968547
16,18,-6185152078437093120,-3946918876368712982
16,18,1607784842379332213,7346770412143368205
16,18,-464133675868535270,8176089439634216826
16,18,2960226857152171591,-4364538953824639771
16,18,-5002128711051734975,-1039942989898149375
16,18,4844456199051811168,-6340611985317558205
16,18,-4902830281020020837,-6330751169377010081
16,18,-4431599198115630858,8345854466337457483
16,18,-5185204120354694753,-7797206601728797620
16,18,-1364052791782673236,2418379680243602904
16,18,1761545683675038421,-6870126479206033855
16,18,-7699362298611104914,-8615860036828573623
16,18,-4922599754521102623,-7144839918890497195
16,18,-4634029411677679959,6139677480447638198
16,18,7557019207614225819,-5846270039279702159
16,18,-1123090583247623191,-356596638182930338
16,18,2780118387906759667,-1261280639778447843
16,18,4228445272662510489,-2438219444345613451
16,18,7565403840984460113,587950989046471856
16,18,-5101072258858897096,764086404099344932
16,18,9184641709708041181,25449379076849208
16,18,125585371037797852,-7782949074605558090
16,18,4700684336010050054,-5994381188308882360
16,18,2089909157647828907,-8361947665078944290
16,18,2235436496805065225,-2115235778070493459
16,18,-8742517976209673420,7651234254688804154
16,18,60438034900969762,7492173046864005442
16,18,3358808978635684094,2559019227799465565
16,18,-6287028738301500156,3075815499352989261
16,18,-4138135331592112195,217020439467032267
16,18,-4394936377590130570,-2052983819873387128
16,18,-2645513068011779981,3989808227389961218
16,18,-5383166703647696771,-852704790536786996
16,18,4689674680652764023,2236183892264104808
16,18,-2279711939101293196,-10349599143688576
16,18,1051409999570946741,-852218866186236761
16,18,-2362537505212765902,-6283036060590794168
16,18,1649640584799435636,1692256240649007015
16,18,-675761531694484100,-3292294069670697224
16,18,-8085575230732002869,-3552274167221082898
16,18,2238478514341103594,5047945811889056914
16,18,4404556900059679145,7998708679386412676
16,18,-6523455434010138698,-5923952315828795865
16,18,3546550279737060927,-6548236309308418837
16,18,7912654272594365414,4466353948592149505
16,18,-4028977230254560107,3920569705317703451
16,18,2271814494586089185,-2905908534319500295
16,18,3938671798413122548,1294176143580755614
16,18,-1599226585491063832,-1361927200797075288
16,18,-2721878232098649807,1097785049735394122
16,18,-2770388409486996144,1468376029498670410
16,18,-457695453841703035,8757197469219263145
16,18,3905288302532086934,-3649972607108419658
16,18,2170715864170792512,-8859283085156498895
16,18,-2823914681897664942,-2696464754255416082
16,18,-5189714620919579946,1604571799700348422
16,18,-7493641221281793524,-5421736939797151215
16,18,5404707454133663733,5455227907389891774
16,18,-9049581602761612414,92648504948844453
16,18,-2278580461796301576,-735158618273358416
16,18,-8963389280531436163,-8599457167224830610
16,18,-6276483745243063082,-9221097948039582267
16,18,-3316389286097257193,-5253971994117970299
16,18,-5167105575955780013,4989526268465433098
16,18,-1664967158483665746,-8081640837319813437
16,18,886574504399511606,7057914418187381142
16,18,-7874406046332114354,-466441046996596505
16,18,-2667086953640719900,1883819214824502483
16,18,-1664424951801530010,-1386585981427677043
16,18,3929280464300767702,3234232082363668338
16,18,-8257789337239986315,-8812686526415632463
16,18,3304674250317162566,9037898290919641096
16,18,1248796127660227697,4762199107544319476
16,18,5825868506753038493,8581963639949876020
16,18,-1715285011438392634,6747422190432478096
16,18,-7708614354931986942,-6669057372544030292
16,18,-5584297248953020999,4551902889220950320
16,18,4552019646160250019,4432638230969659557
16,18,-5684205339014426976,2869487015053150675
16,18,5925239185886881819,8954171074847908595
16,18,-8547716668030691619,2510221555620066507
16,18,-4438818432530030885,7624627907568013121
16,18,4791413427878040137,-4069272608515053537
16,18,3406855699334885390,-5549615176162010803
16,18,3699961030101587650,382518179906563115
16,18,1431720596264730073,-7434200626648822859
16,18,-8328004235032446019,5219008120610473610
16,18,-1662061592501154291,-2830790673008332054
16,18,-5264902057917563633,-6366302075849367210
16,18,5751844187638917344,2377783715355238954
16,18,-2347539778882852915,-3210404139776669891
16,18,7157884388518921123,-1250469867167368967
16,18,-8198819159290403646,5828160891548369927
16,18,5807890081325245050,-6027912203708445538
16,18,-7846824970863757726,-7797028633497410541
16,18,2717500973756007818,-3197803113962941474
16,18,7981573109416442083,2081263680677949321
16,18,-8463458962006382720,2656343400821808639
16,18,1631591203735696129,1258042378501072440
16,18,7840940842444948887,8543537049784739653
16,18,8297437255314266528,6677300730489900366
16,18,-6959751341553852065,3240472285286634668
16,18,-4924409243645790964,-3427695314941302062
16,18,2742740570015629704,3769004010089120385
16,18,-4690514964178406948,1593101571688787538
16,18,-5590058840091681116,-2981690021468760339
16,18,-6481433617700384889,7921267821669227260
16,18,-2921038069145004970,5669448768382538380
16,18,6870444486455643114,6310968664442593764
16,18,1181320682805938872,-1098987502212668121
16,18,8453793880982212760,6549083341174762401
16,18,7852107191446800101,-6538110734678642440
16,18,3535060715677768653,-5784773825066019682
16,18,-769621321865716465,7682637093640906182
16,18,-3260992260310062044,6316724295986711427
16,18,7065713215306889670,4879045729658129225
16,18,-107257191166359729,6589051219092054389
16,18,-869636351269339213,3422044060183230135
16,18,1391323609874415213,5412365116982491149
16,18,-7450579377450113034,5706141724794930739
16,18,2695919982895598748,7773979483192912092
16,18,-6808725703764677336,-2450213800971347458
16,18,1299948102472693926,6055277775020044515
16,18,-4296413062359462202,-8136210317448453440
16,18,1862018751386619777,2929220995709848402
16,18,5458387195733254158,-4307395578549067508
16,18,3361214984303991044,-9158593460287921232
16,18,5129020243373257223,7773545846877268810
16,18,5904198619157127505,-1692363204266024372
16,18,1200551678083055225,-7617134042256157236
16,18,887635643381596408,-1526440458948926844
16,18,-6359645992961188691,2308696860500696311
16,18,-2283117243726644889,3285665419179513857
16,18,806304526035268329,-6231010650940988872
16,18,7427465085028172221,3794133126055751167
16,18,-8922424851066557032,-4750701691502068561
16,18,3650264503001582472,-5089060729254422445
16,18,-1303837190272406655,2693312270942953418
16,18,-8761153750029409697,-8939359512135867233
16,18,-4037061733413937962,-7188855391179234218
16,18,-4516452054166088798,3203512285913151107
16,18,-8446384599061753258,-7192207980387600627
16,18,4812969265194145604,5878797104246374771
16,18,9181452914941647824,933999555788480580
16,18,8175578182994677848,5463603764771109436
16,18,-8059049435297896401,3744455825503953390
16,18,-3807767646273291528,-8467336318602550546
16,18,6765216125614566500,-1365786809077432647
16,18,-2963196882721201205,-7829682978756703978
16,18,-2405420970789461987,1873746691589518836
16,18,4513537739715480306,5056086285595641021
16,18,1137894459449029288,-4861320111327361991
16,18,-2287483799606462566,-3647902350807790013
16,18,-6613122722863527566,7013683096891502531
16,18,-6794367209581190313,2071818065100714250
16,18,1087793365578447765,-1241111623405307095
16,18,7462032481438266189,-7417593358997125852
16,18,4999346908211876925,3702729575838708862
16,18,9157460019265135664,5519120309458408853
16,18,3208095017591934875,-4721787711110351184
16,18,-3405126887503956548,6024289937529612421
16,18,1493439296832947791,-6892398132851315520
16,18,1519533751020717676,404074842326626825
16,18,6234196792723043268,3694708026659629783
16,18,-3884563815262711127,1427387374935615210
16,18,1551854622184822729,9122158695834639593
16,18,4164493904206665596,-3031527522285144731
16,18,-908832166137620549,-6255693152366249242
16,18,-1842125237949673488,745007237377661969
16,18,-1729899415490564145,-8849300090212673913
16,18,5095583916289103027,-1523056515485470523
16,18,-6527155809217779812,5743282636436434767
16,18,1051586119065268185,8014195725296431899
16,18,-3389301011471586097,8412607030717261087
16,18,-507214869979833862,3491467577215539928
16,18,-4638843592201150432,-5074128878835768111
