n,m,proc_seed,g_seed
9,9,4865782901354085936,-1959058156631928421
9,9,4928188522590161285,1786238307824052196
9,9,5567713808534132990,-8939083867262601412
9,9,8342437786441781908,8681581585807456973
9,9,-8826956906620810791,-8204748687045600133
9,9,-8586482847673412536,781881653577774156
9,9,-2388435194267017799,-4675821673927682802
9,9,-8677810281153918397,-5660611880721894707
9,9,1131852855112859753,116073909446303467
9,9,1842003053067705283,5067350051054316193
9,9,-4036208870519070076,8581565959492073262
9,9,-7941039627319635236,-7156418796562540293
9,9,-5754659086866844192,-2994174941764424985
9,9,4380202434070088329,-4041584935330155824
9,9,8631292670878992424,4359390857087817119
9,9,-8348255322499775683,3495419668177778724
9,9,6613423559313926144,716645116004237228
9,9,1197944957068526575,613605654678481347
9,9,-141103706498022786,2164994542130256128
9,9,6595388807513315909,6031496242762670614
9,9,-6730421071836672698,-153561399179510945
9,9,-5293665890487585989,786190924549720696
9,9,-6093067641800530133,3788363392366522694
9,9,7143780297183681538,6576862711557747412
9,9,-1722945689903370424,-227729717077884481
9,9,-2934923754670579344,-4758088433802844188
9,9,-2249771674610618973,8152893876241014919
9,9,927405577642884326,-7053453579425413192
9,9,-4110252469713238413,7310900783010448882
9,9,5347309225910684657,-4282583967132131311
9,9,1601045984060109981,6010584354299210838
9,9,3336832295676519434,8638309371365916665
9,9,-7376315251005821183,-7174225080458555150
9,9,1781414032179910270,-5219233379675099013
9,9,-8061876629057063403,3946049385226632826
9,9,8666215825100270733,-6236871231652932158
9,9,8607215523441567456,8999892456011459200
9,9,-3186833388056975723,815986417183888055
9,9,-4702111787035643686,-2815140139703515855
9,9,6780212427269849402,3033131726441664909
9,9,-7837471978059803055,7796719876296805249
9,9,-9040436363238283596,227061041852506626
9,9,3048277390858951260,2524134625264033873
9,9,3497413837834406751,8356276166880831003
9,9,-2976028929395578145,-3267972621223667464
9,9,-262255250356157661,-2128934529683659535
9,9,1477041329088074449,316069991414733431
9,9,8421671540769449474,-5979895137008794979
9,9,4361144558835651164,5340774581465086018
9,9,-5971655619737811086,4030850522502179316
9,9,2526704425521077032,-7831068383299346141
9,9,7542592590316946940,5080562242639391071
9,9,6185790146177360691,-2970866104707800166
9,9,5635091034335903124,-8582317246775250737
9,9,311979994104982318,6586883840495198237
9,9,-3621670589500767893,3459179885200353397
9,9,6142309964096095459,-1878937603171985396
9,9,-6094400110944648210,-3316347571159143699
9,9,-8386110092073451218,-7048053468923622083
9,9,-8859207684981352003,7819116846796568231
9,9,3513137975848363416,6165940106612639629
9,9,4424357552097269667,-6114189965500045803
9,9,1126075426662170964,2295188178363932200
9,9,5264921275013849326,-4493383060822573137
9,9,4637074443322822070,2729321101700514622
9,9,7906391133071828771,-626596015802395636
9,9,5486849668785768337,6135448888746130908
9,9,-1845991550163257109,7579270731833454890
9,9,-8661543426750747268,8409196304174884457
9,9,-2223019145214881299,-7229280693867323109
9,9,-7756515532185646227,-6193254054191120700
9,9,-4696063969922956656,-2179060000857822407
9,9,-5990090619183516021,-7602972281039423523
9,9,8788096760233183299,7418365043243483091
9,9,-8395008206280626056,4989186269571852559
9,9,236848487585836234,1356953921815629709
9,9,580427838044936282,-6242925805449801941
9,9,-4408640495764630519,-5504966301875035224
9,9,-6825204931474522349,-6011929179528291931
9,9,-5434201897082605778,-1158550016570750463
9,9,1552114963153033937,-2599059071565785395
9,9,-7427026483878552733,-6816326609259655396
9,9,-3437547557769748838,-2204603609096015152
9,9,-3342562849496054899,4108423703282656761
9,9,8843582808252879111,-1063558756061223559
9,9,4549871631797026834,8956920193624535890
9,9,-3553059230584987340,-8649972753715026907
9,9,-6486705337705346907,-7338951173586474785
9,9,7504251002848476995,5054102349198370621
9,9,4912826594617325517,3839505378100497046
9,9,-4395903935725965343,7997466238308843517
9,9,-1375314008240325216,7147744952866795417
9,9,8786233546815007000,-289010876104227612
9,9,-7813802375676624856,3205232961206447802
9,9,-8483305550238191894,-1323552971760197592
9,9,5937359315877445367,-7328855525608176512
9,9,-4263499881451646895,3705143357963578157
9,9,-2057571521279847892,-6352206467483565302
9,9,5278665511128696559,-3596520839631936571
