n,m,proc_seed,g_seed
12,12,5567713808534132990,-8939083867262601412
12,12,4864424774366972157,531818514821073507
12,12,-8826956906620810791,-8204748687045600133
12,12,6639841583833311213,4161626803331400340
12,12,-2889821344194271220,2624082649305182203
12,12,4498093175633729984,-6560887114415383141
12,12,-141103706498022786,2164994542130256128
12,12,-6093067641800530133,3788363392366522694
12,12,-1722945689903370424,-227729717077884481
12,12,-7114612089195252642,8652318853966667446
12,12,5347309225910684657,-4282583967132131311
12,12,3336832295676519434,8638309371365916665
12,12,-7376315251005821183,-7174225080458555150
12,12,-2005731875415850252,-266459332636916484
12,12,3471489182795034829,2578709670013379575
12,12,767426359259017111,-4198807884743939903
12,12,-5548487254165645098,-1827325884743049129
12,12,-4702111787035643686,-2815140139703515855
12,12,-7837471978059803055,7796719876296805249
12,12,4106771913288012713,5504775972923402456
12,12,3497413837834406751,8356276166880831003
12,12,-2976028929395578145,-3267972621223667464
12,12,-262255250356157661,-2128934529683659535
12,12,-4915510308051032050,2691439385244247969
12,12,-1618773136441010883,7228640066780987007
12,12,4361144558835651164,5340774581465086018
12,12,-1351170820182440634,-88718043892059955
12,12,5206936989617350988,2243691849327526055
12,12,3350601232090268498,-8451065574146227602
12,12,2526704425521077032,-7831068383299346141
12,12,2369456651399052231,6721373903275120001
12,12,-1141319366318370111,8792383916384151180
12,12,-3772810767320536571,-6222943289671221479
12,12,4020793456354624283,-3100970755932018592
12,12,4934500197861117730,5322470911527118533
12,12,-3621670589500767893,3459179885200353397
12,12,518220653069452926,49646232942501041
12,12,2929065396293093886,6389171272882588099
12,12,-1899869737206855438,-4213423494456516313
12,12,5486849668785768337,6135448888746130908
12,12,-7756515532185646227,-6193254054191120700
12,12,-8713819662956422098,-9132674178214348426
12,12,671551280477279130,-2439786239066556866
12,12,-2393406090167850630,2583351726857860093
12,12,580427838044936282,-6242925805449801941
12,12,-4408640495764630519,-5504966301875035224
12,12,481983961593305757,-8295159595216512649
12,12,2647124236417782628,-8257641734038847952
12,12,-1375314008240325216,7147744952866795417
12,12,-7813802375676624856,3205232961206447802
12,12,1591357463216914261,-2383724201232075464
12,12,9181436968097737472,-900799205925007734
12,12,-7537759540724050509,5827560322580179087
12,12,-1433965991128195361,-8716115263284609817
12,12,-8466632538097306716,3422973534299785282
12,12,-7778664713315237513,2816132367744681574
12,12,-4758134770935189757,1139788114569660347
12,12,-1749434083661480780,-5196560726544937058
12,12,511596690435875171,5078749915115562081
12,12,7327634436089692927,2741655073361763289
12,12,847753745713675030,-6240229068965380210
12,12,556101881233972742,-5625146061098315913
12,12,815326505129975895,3156979072418758464
12,12,-6784506573223718149,2001662019349095646
12,12,2636691391567278172,-5974367514166559200
12,12,3764138453438389774,6825472244577378344
12,12,1527039840613737388,-3445908603223420430
12,12,6014098176897476854,-956586753912998360
12,12,-4527046373758972078,2688290074245803414
12,12,3606483559724403326,5947293675345254067
12,12,2654268316526820679,-465668504476345986
12,12,4112469163215143860,7859344108678770954
12,12,-2572885479625765245,8297910462778023389
12,12,-4569735237801062343,6645575171022830529
12,12,3901996984305544150,-4902309850900163533
12,12,1787564587974664527,4309352578024642721
12,12,7885318222130226413,-7335422783677872005
12,12,8980514840766993444,-1864510920385649040
12,12,1595633902836799610,2651833539991932656
12,12,-1903292657435015641,-8562977591141839006
12,12,8628496317679848522,5574071959688063087
12,12,-6832673565646303718,3988411684765973241
12,12,-4930472749581501705,7840837209923690891
12,12,19335992516583603,-4544617718862367600
12,12,5085321971411361290,-802854717290706986
12,12,5365756508310332750,7170322945907883746
12,12,813225522375091538,6150278310355771308
12,12,-6893991433975189151,-8624709937524696259
12,12,298357272776580517,157165735283706764
12,12,-4928250061054640372,-5656277116626421387
12,12,2270023203947835923,6760877713173508636
12,12,7932750281644289593,7008974203850844280
12,12,1516268624127059445,6360094974477858957
12,12,6125781859219936758,-4389576925942880618
12,12,-4442890799194410921,-4345439612393296507
12,12,1989630333712766998,3352867313040757238
12,12,6993847825029266364,9119021014002265223
12,12,1914047841578644198,2829550500142898280
12,12,7794506005790081802,3742150395863480063
12,12,-6524634942520274402,-3398475988923426315
12,12,-2093088464100853571,-5020585535918864855
12,12,7964099945463840084,-1631189912950385288
12,12,207295795406839731,2094542730798952701
12,12,-6874277923695936349,-7486554771426983091
12,12,7126861994248854937,-1393218841626723689
12,12,-8832310676634483212,-43921292336055139
12,12,-2529384557256904775,-4071334271599981274
12,12,6476149697275833741,-6770958108738902360
12,12,1402534423173312398,-5635542907750460116
12,12,-912469904836631826,6341638536325246854
12,12,6480767903329722987,-6815942563133663625
12,12,1242180306789969439,9140093979466716713
12,12,5685370800837263890,3824604750419485002
12,12,-7027062533451625894,3629478620122770835
12,12,-2074730861904778329,-5012538632815409318
12,12,674388030617005971,-4698234565438861147
12,12,-3315770730489971057,3356851675008452544
12,12,-7457219004588979533,7064301335355602129
12,12,-5729593946680882234,-5984941601905795981
12,12,4623176666266514930,1005696819531250311
12,12,-1176925314848089607,-2342992372305882005
12,12,-6447885691979142424,5346762470570851836
12,12,1653256280786118047,-2412853604997543228
12,12,1115699584695541174,3503631776704081451
12,12,252324489366697710,6702930153655090989
12,12,2403631360414833522,7249419299187796171
12,12,6473159639998567940,-3324056737730502681
12,12,3417084360599181904,8478883782074529471
12,12,2047630872851335814,-8764763066032462814
12,12,-6094515999026026621,3889710434897733976
12,12,1771076939808293510,4848531366630741179
12,12,-1440442792504445555,-1585778420187527982
12,12,3714157394499190399,-8091307639046037590
12,12,2682779881078735735,7274429388483863010
12,12,-1369309176211700620,-9066873679256081276
12,12,8686663103985344585,-2451559942211698530
12,12,5009383651299904048,-8765401851486840227
12,12,-7673067691446846929,-543870289942257796
12,12,-4976920481900782410,-3142334780536026134
12,12,5015605239862044367,-4260876887088709468
12,12,6907950975818010782,3752961869259328107
12,12,-8066650224330973430,4941814526265443431
12,12,-4077737778133568331,8036620064976861977
12,12,4791736438432517672,-2085997112833803239
12,12,2172396669802837159,2924119184906965276
12,12,5549966060618643158,1307487247497475354
12,12,-1050120899944574467,-5051332532426479533
12,12,-2868397560192500735,-2890135360124700764
12,12,1325095667340292489,-2127503004595543429
12,12,-7665335861407086347,-1185199716582908278
12,12,-5185204120354694753,-7797206601728797620
12,12,3285506700507911087,-2142800738640964504
12,12,8622459210447220939,6532723548872008209
12,12,949977511235069188,-3271429048458964400
12,12,1621511437996181508,-621164382480692338
12,12,-6418295574537681049,4590044737876187172
12,12,4163240781391982171,4025966119801731741
12,12,-4770107302489443940,-8051450410083294939
12,12,3308396964646589786,9111148786929358322
12,12,7624602382885349746,7910570516886193278
12,12,4228445272662510489,-2438219444345613451
12,12,-7252049655750125020,3256108558527883417
12,12,-6062058533970335546,8644141328939947460
12,12,-2338496416715595851,2276112448045400650
12,12,2110211015310262198,9201406955829993564
12,12,-5230980858400985396,7646668137083325725
12,12,-2915232425303540993,-7190583036821123192
12,12,7985522746604565149,-1438266964313162166
12,12,5439779793621768695,-1861204969990964183
12,12,3525443098501956290,7202955943019306946
12,12,2235436496805065225,-2115235778070493459
12,12,7611696484749923955,3431032425903653700
12,12,-8490685056306381008,-7437615469551990505
12,12,-8493474972118661233,-4079426450754531569
12,12,3292969754268393232,5783632271346148291
12,12,-3588349254436331133,3772535147631933889
12,12,-7883715197424242018,1456626783102209199
12,12,-6287028738301500156,3075815499352989261
12,12,-3282249094315444817,-7654170851180648917
12,12,-2461697936981755735,7479192757495178970
12,12,4689674680652764023,2236183892264104808
12,12,1992871450046470395,5083036824183876872
12,12,1051409999570946741,-852218866186236761
12,12,-2362537505212765902,-6283036060590794168
12,12,8478268984368469767,964383282460056200
12,12,-558779752490248458,-9098704064483965194
12,12,7701971727706454509,286804949979715333
12,12,-8085575230732002869,-3552274167221082898
12,12,6239894963340447481,-3157439973463402849
12,12,3746659499588976365,-5257730873979582242
12,12,-6523455434010138698,-5923952315828795865
12,12,3546550279737060927,-6548236309308418837
12,12,-4028977230254560107,3920569705317703451
12,12,4777482475612430700,3744477147360200177
12,12,3938671798413122548,1294176143580755614
12,12,8557429572000447956,6825773481494079369
12,12,-1599226585491063832,-1361927200797075288
12,12,-1997761276465871062,8392677223195400568
12,12,2536990086512606771,1628874774557682158
12,12,164233818609463437,-3125010676528989361
12,12,2760813720388283058,-6845550861706479651
12,12,5404707454133663733,5455227907389891774
12,12,-2278580461796301576,-735158618273358416
12,12,-8654355254292216011,-3582856170629002066
12,12,-1381526785158347856,6987790944009161152
12,12,-6276483745243063082,-9221097948039582267
12,12,5092592379484446538,4791557377914702183
12,12,7832335641205611199,1167615343706298499
12,12,-1560448069355906122,3056023697041439203
12,12,5801993402963283011,-6081955757656974419
12,12,-8642615387604616843,3205836453559767012
12,12,-4171859270787250218,8383918217420104422
12,12,1282061909419367934,-8245770061453647511
12,12,6763269098891727143,-3296081400291018057
12,12,-7367808272845634258,6718523108577274562
12,12,-5567598915380021782,-3229531695043441463
12,12,-6262789619293133512,8365379570368702167
12,12,9197964773523651372,6148830802091381625
12,12,-9217162217907250520,295521259418464444
12,12,5072470896976038457,2777040758262696547
12,12,5357223116694827557,-8103249098415220617
12,12,7481629744899090681,6953969493969794057
12,12,6972953887198477187,-2990469301186937610
12,12,6569001047276029832,8192847809972052397
12,12,7422871012799208014,-7526167169940318941
12,12,-8257789337239986315,-8812686526415632463
12,12,1323563320586778269,9103288222506064373
12,12,-4870624228665963278,-6568855386850448918
12,12,1248796127660227697,4762199107544319476
12,12,3348121040584412837,4719051609958073592
12,12,5803527198043347884,2499104717458548680
12,12,4620276449370763206,1293059938135948387
12,12,-7708614354931986942,-6669057372544030292
12,12,-5161759331275862308,941443989980581056
12,12,4154362533331333243,-5355099353131866286
12,12,-4464111083472176671,-7765487243224113126
12,12,8516595395622535350,-5316668851680462218
12,12,-8547716668030691619,2510221555620066507
12,12,-1597535005997074910,-5337132114013948919
12,12,110075879977806241,1385933968919100595
12,12,6567547371651129485,-5599631922473742821
12,12,9142203028705354505,-2823426831344471946
12,12,-1976016481595569146,-5759878227092652839
12,12,1393097845106673564,-2499259221507705166
12,12,5751844187638917344,2377783715355238954
12,12,8571187020919300028,7789106246018662335
12,12,7157884388518921123,-1250469867167368967
12,12,1915931606169445691,-8624231465602344074
12,12,-674256793947632971,-7481303033415234609
12,12,5807890081325245050,-6027912203708445538
12,12,91514482546357246,1039145261885864666
12,12,8297437255314266528,6677300730489900366
12,12,-4693510480542287109,2039779048169601223
12,12,3904935402071689449,2505484772998322313
12,12,6446941888454593631,7606103457562404559
12,12,-6959751341553852065,3240472285286634668
12,12,-550807233461010610,-2635503535413265965
12,12,-6329782289118120608,7379240114978277794
12,12,7844075168039198905,-8371105727796214544
12,12,-7058958300424498529,9184650752641946520
12,12,-4093211723273111581,-5931329871563661791
12,12,-6344775830198706132,-6615845105620460936
12,12,-2104538948486606007,4998244906190416305
12,12,-250502811335932359,-1213202959192831354
12,12,3805770676094558701,-8976123986504007961
12,12,1252131801092983066,3069547394389950229
12,12,-778305939814651740,7201657359909801137
12,12,509596241623439785,5814757055977076290
12,12,5615431400900176359,2518562474164637450
12,12,4779281916053827990,873593745845943398
12,12,-7684867534517038663,3219031278678034413
12,12,7065713215306889670,4879045729658129225
12,12,-106925857867508133,5164912804488499210
12,12,-3792432880241553234,7028230603866186772
12,12,8328154292738133878,6107184820478555095
12,12,-8622526028904981334,-5802193334637831923
12,12,5255658182868525735,7648179482879731968
12,12,-5390230579951592445,-1595584244815635194
12,12,-2443708354358638866,-7485139474340861409
12,12,787266516636024696,4432928547881946724
12,12,3361214984303991044,-9158593460287921232
12,12,8050242612480236808,5501544254887387480
12,12,-1533904570854760330,-968772224587828226
12,12,-6437971721609032519,4174216614738254576
12,12,5129020243373257223,7773545846877268810
12,12,-4664824250876002610,50013515906912219
12,12,-8991174847793621076,-9126441379518727242
12,12,-7161608909870445806,-739774057461142693
12,12,-1930031830325720833,-2053545502707860304
12,12,-120834218388307249,1698279526686365461
12,12,806304526035268329,-6231010650940988872
12,12,-1303837190272406655,2693312270942953418
12,12,-3968035707235843503,3057168144589910497
12,12,8164916782271294105,6758620121841380466
12,12,571781758411443900,-3704835103891660085
12,12,8175578182994677848,5463603764771109436
12,12,-8059049435297896401,3744455825503953390
12,12,-8597802604579505412,-5884505014197469841
12,12,1956448954738323246,4501226039994378167
12,12,4692073294419405833,-2401885969620668160
12,12,-6975889659041682812,-5926172446683002803
12,12,3868420779146348988,4660829989852327642
12,12,6613170124797571007,4620618652129717455
12,12,9157460019265135664,5519120309458408853
12,12,-8092529022083516411,-1887595523995131882
12,12,-947617934570948237,1642194230975221170
12,12,1649600243482649120,-934797752692844719
12,12,3213298845294707538,8136679208649028824
12,12,5089654475072024123,2816876441385197838
12,12,-1006685733041149529,-3031754407943629152
12,12,5585636068191558318,5474370152058056183
12,12,-7459762535975951176,-6215864345936683019
12,12,816866195563062535,3190357464049461190
12,12,432649027781320795,-8542174919466248723
12,12,-5886558075642433850,2426909269780926747
12,12,8182797235103640968,7436847588170307132
