n,m,proc_seed,g_seed
84,105,738266149306327333,4344593246632589190
84,105,7367199129792919178,4698727179999337870
84,105,-5440403090909619401,-7020213748086775388
84,105,-3944879357338852881,4791051220576784464
84,105,7116464515673242195,5035251479166179208
84,105,5419995137659416844,-5646007570457487467
84,105,7231688530316325759,5498005388165687911
84,105,-5896186072766906299,8674819502559043895
84,105,6291136379117629671,4200482542047630754
84,105,-1766613343244657295,-8057262743059243054
84,105,4448833226075533625,5073402369015338684
84,105,2645468077205881634,-8890662442836486042
84,105,-1335033056772236701,-666473337684135027
84,105,2784756643338781111,8469921947511123746
84,105,-6838900450379925985,9114218063215922291
84,105,6768719022708185746,364967740526706673
84,105,-575335067061911019,-7433372447808259668
84,105,-1730347632802925713,3433969993926159524
84,105,-1726263805693586660,-2480103231935516116
84,105,6819152834644968427,7008596649382335998
84,105,-1930380219313012777,7449562281919520941
84,105,746531643370681666,8181342807773247696
84,105,2650997711204801510,-2807863027970374642
84,105,-2418321614792216700,5698058880940021688
84,105,-147593470133396344,-556781974988109865
84,105,-2738319552497659830,-7119354125868442330
84,105,2369932162332643763,-7457490469635133445
84,105,-3648839811976765238,-682938636277966123
84,105,4740944504942781678,3452541911650228216
84,105,-9125096025536056634,5368875772504714406
84,105,-397216778197963774,5540853781223966163
84,105,5643473766573765810,-6148151102851086984
84,105,8278690431836099905,-5835126697808998659
84,105,-8739670296841057962,-5901079311500333425
84,105,6450756222872125866,-2746370949346938952
84,105,1502470763053933897,1443598072570499638
84,105,-8308944087260614555,-789128475827505832
84,105,-1730206535765182590,2442478068572850106
84,105,5648942492719658788,-9035239447705055033
84,105,-8574168542449677797,3106715532176793500
84,105,292446174810120451,-2814758085445352664
84,105,4331770744912704061,6292586779439366840
84,105,-2687766852627369341,-6111009596582035235
84,105,-402566942482775687,-8354242550378055375
84,105,-5592244822479392152,192055571671622012
84,105,-7701401040483518517,-1975500529520089900
84,105,-794036331141707148,3808164910249051323
84,105,7279597431761805823,9029686095395446082
84,105,-6334136449001173392,4368691398871163120
84,105,-3390102740936945836,-5315310724915645371
84,105,-4001549802285632519,-6994020078332865819
84,105,-680991747505006502,8960140885365280473
84,105,-2595940371966106467,-318522729427722190
84,105,4045250676444346660,-1495373550811053120
84,105,6263378773266606290,8847487908632129697
84,105,-2860332622946821493,-8559452233155053511
84,105,-2432890823076563144,2243394073656936272
84,105,-3567369761951416881,3713350617970451970
84,105,3422790903126568675,-5398867718740147155
84,105,3664126884440982436,-1513384714684254408
84,105,8026767954742825363,4073829245569660190
84,105,469504110534375958,-4847456441405324744
84,105,-4415519941610592457,6648526595719661396
84,105,-2338218900556536500,-4307320142979395657
84,105,1128153656235471900,5241308804173406192
84,105,-325334972250672623,-4872913216229352263
84,105,4089671138785343687,2495415876223634816
84,105,2417559132226453863,4583413815816604382
84,105,7563087091503453979,2613738427906129870
84,105,4760943888713423944,8747328557534895479
84,105,-6192689397892644702,4908092738186902985
84,105,3695033937321482150,-4385735718828664059
84,105,8255034290207595981,-8967498623349589921
84,105,5292268585174730535,-5208857215980198784
84,105,7504159762270246760,4711918879151906150
84,105,-4395609664718204855,-6666127842818835515
84,105,-6834148256685927881,-6177552285122349312
84,105,-7642070264165448847,309971754478459309
84,105,1656271740586641581,-1626949899409611206
84,105,4841149929774995180,2642064240579880256
84,105,-6867695259942895327,-3796551399314438290
84,105,8868520029525747416,-5142471014295722958
84,105,-6522891367344041098,4680323591211941559
84,105,6279762387746925799,-7950833194240938756
84,105,-3983809125419780534,-4546748949402413680
84,105,-4995951246455407226,410064505593473545
84,105,-5120922215157390120,-4347145541301372870
84,105,583700072882327844,-5693879289648961314
84,105,-1833014240861715775,3766821221339326899
84,105,-636694487301630041,2446172293728500487
84,105,4674265533674435066,-5142400711322703953
84,105,-5325374896953389035,-4184579803622608761
84,105,-7620254679461568639,3064504592853352744
84,105,8267745371287756482,-2663781866411256775
84,105,-3741119675615775576,2228716221292385804
84,105,6901563973009063578,8456580815977378548
84,105,-2558747753877296014,8377912016160505650
84,105,6329217394929820128,4540617261219298987
84,105,-6773811995605712431,-5765230982065156240
84,105,8907028782013345820,-2179719803750589969
84,105,-6355469943450303715,8660278891916136202
84,105,6181423532783789710,3995061104758189309
84,105,-6244332844086595389,3719468250650834263
84,105,9160964535708948092,2789899049896344284
84,105,187881488703798334,-7583655936152471866
84,105,-6164712778460310288,-2764644244671838400
84,105,-6075166786663903570,-4409142425716767028
84,105,7423740212265825034,-3667697620406783592
84,105,-8622216654414971788,5352179732356494384
84,105,-5678474971751694986,-1583263496382054619
84,105,7203336583931828386,4210731306246643544
84,105,-9094122236559636074,-4541346324156639573
84,105,-2816254190731561677,868276076115312251
84,105,4834836915086181727,-6463364787606980317
84,105,6439830583575197634,2002967861942683048
84,105,-5779896331278231275,7138808864490301733
84,105,3921410587684869023,-2577007128596713796
84,105,-6628789384709255910,-1851675385282920
84,105,-6015065900043445772,7275181172548430716
84,105,2574761534405445423,-1799299040300201416
84,105,-7784738422381837887,1724332134315014289
84,105,-6606267306077284243,2191742890910304345
84,105,-8802544492747236454,-530238587195826224
84,105,2324135198561269051,-7860677180645550533
84,105,-3585280711363690649,3420926757879565053
84,105,-8031716163271577858,6154624855212366268
84,105,-3233628642831724417,323094675722476477
84,105,-140277308598511450,4152984127166534239
84,105,3388591711449330946,6992953837399468731
84,105,-5634583007673314124,-8088097262816175856
84,105,-7716407316262622355,-1209426034837731648
84,105,-5715703639856045875,-8704442919175428968
84,105,-2570849679268172558,-6492429269513995262
84,105,4369832512521525929,8603411320328930582
84,105,-8799467695561322324,-4427767749898649933
84,105,-3724304074208463234,4699598001893240076
84,105,-9185425358888082821,-7302128998024993405
84,105,8840038565860220797,-4086512420498659503
84,105,-611709387165914787,-1211014726378088103
84,105,5689751887363685110,-3443774652837394365
84,105,-1125576150335264336,-3405522438695374630
84,105,-3188278074250496651,-2595644919149242254
84,105,-5047690456844889889,-4999935817236586891
84,105,1519814746340959479,-987848728366738970
84,105,8149549469618316214,-5671370507458668076
84,105,-3158910152326308974,7264558182893302394
84,105,3615230572464484799,-4843029051493436258
84,105,6058468890720419520,6706337546196388825
84,105,4229803333612957756,-6594477186161410236
84,105,2788369516446907553,-3611360108099672425
84,105,5345861535574363966,6660961937713914695
84,105,-5338379268955800002,-1001985409528811321
84,105,2682607778526080753,-953030905441558923
84,105,-8570316473577630503,-1587913119889075364
84,105,1764370961923488135,-541545353602319735
84,105,-7514761236936539102,-4333461827834770654
84,105,5042472913831480009,1972926987586595311
84,105,183209476891332232,1570126555209506589
84,105,109349672602180131,7532358708381470764
84,105,5192695484301059534,-1201234017675785981
84,105,-6566767739165135309,3979270789935233139
84,105,-4125751090159079300,784001306330601592
84,105,-7369206558658306892,-8032160113640857754
84,105,4708828795765673238,8856362180341773714
84,105,8776716199868743806,-7761179007452491713
84,105,6251406117820849741,6696449364721734157
84,105,-5938343460345000391,-6578812880383158176
84,105,-1339025665168631296,4615480105428403374
84,105,-8721849183723864136,4401455842776727064
84,105,4633700844602440061,-5302154711298654367
84,105,2418588584359329548,8686310595436998920
84,105,1529074763474225314,-3416510952626160468
84,105,-7663560842877098615,7444879123484350780
84,105,-5751664925955980636,1411217923463937356
84,105,-2262396657256605722,-5584797615737615805
84,105,4092317720588475898,-3156424255210517246
84,105,6686991162072534069,-7871967996742275547
84,105,-4558770559842956828,-1686502377305710097
